hour,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount,drawdown_6h_label
2018-04-04 06:00:00,403.95,407.24,380.15,385.07,39490.91091,15483936.3304,35056,1
2018-04-04 12:00:00,384.65,388.0,370.0,378.37,42359.72943,16027047.768,39426,0
2018-04-04 18:00:00,378.42,385.33,373.02,378.16,27091.18128,10260890.254,27068,1
2018-04-05 00:00:00,378.15,384.0,365.61,382.6,35752.90653,13393025.969,30925,0
2018-04-05 06:00:00,382.55,384.32,375.0,379.76,26764.83472,10175561.893,22520,0
2018-04-05 12:00:00,379.75,387.03,371.47,374.22,37750.14002,14267146.329,32459,0
2018-04-05 18:00:00,374.11,385.0,373.32,381.22,20046.17748,7575392.7042,17466,0
2018-04-06 00:00:00,381.56,385.91,375.6,376.41,19488.95881,7398560.752,18604,1
2018-04-06 06:00:00,376.49,377.25,362.54,368.53,30859.535490000002,11377284.0167,27492,0
2018-04-06 12:00:00,368.7,369.49,364.66,368.7,14323.582480000001,5259335.1346,13456,0
2018-04-06 18:00:00,368.99,371.68,364.7,368.89,9786.61463,3610092.6131,9844,0
2018-04-07 00:00:00,368.89,382.53,368.28,380.76,18936.77378,7162159.3646,15896,0
2018-04-07 06:00:00,380.96,385.27,380.1,381.76,13644.68953,5218733.9227,12319,0
2018-04-07 12:00:00,381.76,394.75,375.5,390.64,26467.54709,10238965.4746,24264,0
2018-04-07 18:00:00,390.64,393.95,382.63,384.51,12414.41808,4822864.8931,12862,0
2018-04-08 00:00:00,384.51,393.94,384.0,388.66,11286.709630000001,4378520.6734,10806,0
2018-04-08 06:00:00,388.64,400.58,385.75,400.58,12914.60506,5077726.9597,18657,0
2018-04-08 12:00:00,400.51,404.05,394.5,396.9,23904.11204,9558738.618999999,20436,0
2018-04-08 18:00:00,396.45,402.05,395.0,400.4,9290.10263,3705937.294,11391,0
2018-04-09 00:00:00,400.4,413.9,400.29,412.77,33818.08875,13844059.673,25971,1
2018-04-09 06:00:00,412.77,431.99,394.0,395.69,68643.38157,28337471.457,53797,0
2018-04-09 12:00:00,395.19,399.5,387.1,399.15,27710.22494,10933844.9049,24118,0
2018-04-09 18:00:00,399.14,403.66,389.2,399.44,21481.80887,8489869.8315,18761,0
2018-04-10 00:00:00,399.25,404.07,395.0,400.51,16869.820910000002,6738353.9969999995,12407,0
2018-04-10 06:00:00,400.99,402.3,391.4,396.0,21176.24457,8383799.409,21192,0
2018-04-10 12:00:00,396.0,411.3,395.45,411.01,22172.85653,8961391.8873,21475,0
2018-04-10 18:00:00,411.02,418.68,407.7,416.07,21175.374040000002,8722218.8091,18560,0
2018-04-11 00:00:00,415.53,420.0,411.81,417.22,23538.96058,9801580.737,20985,0
2018-04-11 06:00:00,417.22,418.6,410.38,414.53,16683.65037,6933761.0839,15875,0
2018-04-11 12:00:00,414.58,425.0,413.8,420.99,27547.582159999998,11598678.786099998,22556,0
2018-04-11 18:00:00,420.99,433.54,418.84,429.52,18936.493159999998,8037383.6172,17469,0
2018-04-12 00:00:00,429.9,439.41,427.64,433.72,33912.63108,14729041.472,25331,1
2018-04-12 06:00:00,433.72,476.73,412.88,460.32,86960.52997999999,38677929.852,73797,0
2018-04-12 12:00:00,460.31,470.44,451.15,462.0,73148.14892,33786203.918,57057,0
2018-04-12 18:00:00,462.18,499.0,456.0,495.67,55745.07318,26775450.042,46584,1
2018-04-13 00:00:00,494.3,503.2,480.22,484.55,49992.59027,24537108.478,43871,0
2018-04-13 06:00:00,484.56,525.81,484.38,517.8,83589.89383,42828449.078,66654,0
2018-04-13 12:00:00,517.8,530.0,506.69,514.1,58352.1875,30242970.368,46385,1
2018-04-13 18:00:00,514.08,516.5,483.0,495.11,59817.41622,29666057.119,49596,0
2018-04-14 00:00:00,494.69,513.33,486.26,499.67,42520.073580000004,21351381.178,31780,0
2018-04-14 06:00:00,499.17,515.0,491.61,496.21,32033.22253,16148076.989,26787,0
2018-04-14 12:00:00,496.22,498.78,485.58,496.36,26999.66133,13280199.612,23194,0
2018-04-14 18:00:00,496.36,510.98,493.72,502.68,19730.37636,9947706.493999999,16870,0
2018-04-15 00:00:00,502.68,518.9,502.51,516.2,30660.90995,15699925.841,24126,0
2018-04-15 06:00:00,516.2,527.15,508.22,521.69,30401.58532,15742730.614,26314,0
2018-04-15 12:00:00,521.7,529.9,520.0,526.88,29616.32404,15551018.679,26272,0
2018-04-15 18:00:00,526.76,535.0,521.0,533.88,18060.33464,9512579.8372,16459,1
2018-04-16 00:00:00,533.88,538.0,505.01,506.86,49393.054319999996,25621360.112,38021,0
2018-04-16 06:00:00,506.86,517.5,505.01,512.65,25964.19323,13284284.013,20494,0
2018-04-16 12:00:00,512.66,512.74,497.31,509.03,36910.08176,18574314.148000002,28318,0
2018-04-16 18:00:00,509.02,514.04,502.01,511.46,18092.19618,9172342.531,16314,0
2018-04-17 00:00:00,512.09,512.82,504.0,505.56,18849.32229,9567561.535,16248,0
2018-04-17 06:00:00,505.39,520.49,503.73,517.93,25826.53174,13288622.862,25010,0
2018-04-17 12:00:00,517.93,521.2,512.86,515.18,19878.16494,10261672.603,20138,0
2018-04-17 18:00:00,515.66,515.74,500.02,502.56,31987.94485,16155765.853,30167,0
2018-04-18 00:00:00,502.56,510.79,501.12,508.16,11634.29193,5895636.7624,11542,0
2018-04-18 06:00:00,508.16,517.21,504.08,516.8,21435.67068,11015870.175999999,19021,0
2018-04-18 12:00:00,516.8,518.0,507.1,514.86,20029.21057,10292824.766999999,18672,0
2018-04-18 18:00:00,514.86,526.99,514.38,526.09,20062.77933,10469449.134,19677,0
2018-04-19 00:00:00,526.49,539.4,521.03,531.7,31802.521070000003,16905795.687,24917,0
2018-04-19 06:00:00,531.85,538.5,528.2,536.28,21314.31047,11365780.809999999,18092,0
2018-04-19 12:00:00,536.51,564.55,534.0,560.76,31662.81945,17382783.917,31218,0
2018-04-19 18:00:00,561.0,571.61,553.02,568.14,27456.12229,15389847.904,26281,0
2018-04-20 00:00:00,568.14,587.74,556.5,564.81,53342.34781,30553300.961,48529,0
2018-04-20 06:00:00,564.8,591.52,562.61,590.0,33398.40293,19312553.227,34221,0
2018-04-20 12:00:00,590.01,596.53,580.5,589.96,30604.12771,18017624.023000002,32711,0
2018-04-20 18:00:00,589.86,622.17,588.0,617.09,42864.16106,26024205.265,37723,1
2018-04-21 00:00:00,616.8,618.0,598.3,610.45,32569.523569999998,19813510.109,30087,1
2018-04-21 06:00:00,610.28,624.5,570.23,586.59,72262.88163,43117057.973000005,69221,0
2018-04-21 12:00:00,586.59,613.99,584.0,604.02,39597.079789999996,23703205.053,40757,0
2018-04-21 18:00:00,603.99,610.56,596.64,604.87,14935.46854,9031166.8008,19342,0
2018-04-22 00:00:00,604.87,609.49,589.0,606.29,22632.86277,13582468.819,22923,0
2018-04-22 06:00:00,605.73,633.56,605.73,625.14,31241.3987,19377412.095,32038,0
2018-04-22 12:00:00,625.2,643.49,614.31,642.06,38346.58385,24191410.802,39052,1
2018-04-22 18:00:00,642.06,643.0,616.5,620.92,27906.52748,17637438.133,28245,0
2018-04-23 00:00:00,620.67,636.99,618.02,634.85,16009.3906,10097207.075,19140,0
2018-04-23 06:00:00,635.29,642.16,630.42,637.36,23052.183689999998,14708331.561999999,27010,0
2018-04-23 12:00:00,637.45,649.11,635.0,636.13,25731.54008,16560666.279000001,28051,0
2018-04-23 18:00:00,636.14,645.29,632.27,645.09,12682.59356,8106874.5303,14152,0
2018-04-24 00:00:00,644.58,685.29,643.76,683.2,45502.22138,30393910.493,41921,0
2018-04-24 06:00:00,683.18,693.0,663.0,688.29,27914.08922,19039889.422,29697,0
2018-04-24 12:00:00,688.35,712.99,686.08,709.54,63377.09233,44328310.938,53500,0
2018-04-24 18:00:00,709.54,710.0,698.75,701.58,34644.26679,24418203.86,34770,1
2018-04-25 00:00:00,701.16,703.3,624.0,657.34,113876.33576,76153236.36500001,101120,1
2018-04-25 06:00:00,657.35,669.0,600.1,629.04,81833.39373,51768336.1,77322,1
2018-04-25 12:00:00,629.07,639.99,593.83,634.12,97580.4887,60227547.573,83533,1
2018-04-25 18:00:00,634.71,649.36,606.5,618.0,48149.286089999994,30348248.162,47154,0
2018-04-26 00:00:00,617.73,638.0,600.0,634.0,53986.17015,33343479.298,46363,0
2018-04-26 06:00:00,634.0,638.0,616.06,633.23,37711.64833,23649086.333,41178,0
2018-04-26 12:00:00,633.23,639.99,623.09,633.72,29779.10009,18844540.626,28464,0
2018-04-26 18:00:00,633.7,666.19,629.26,661.51,34277.08958,22247530.325999998,34012,1
2018-04-27 00:00:00,661.51,663.99,635.73,651.38,29217.52778,19156588.431,26285,0
2018-04-27 06:00:00,651.3,686.82,650.0,680.34,34130.95812,22889760.818,32459,0
2018-04-27 12:00:00,680.34,686.81,665.0,681.07,32499.907180000002,21995526.312,34156,1
2018-04-27 18:00:00,680.96,681.19,639.41,643.46,38955.09081,25579619.858000003,39151,0
