hour,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount,total_network_tx_count,total_network_volume,massive_whale_tx_count,massive_whale_volume,mid_whale_tx_count,mid_whale_volume,avg_gas_gwei,max_gas_gwei,unique_large_senders,unique_large_receivers,whale_contract_calls,drawdown_6h_label,Market_Regime
2021-07-08 12:00:00,2168.59,2180.06,2130.6,2159.46,186629.72912,402630477.83,283871,314576,806764.9236699999,101,435750.48266,843,227516.17706,39.755465574999995,17377.51085,113,116,181,1,1
2021-07-08 18:00:00,2159.45,2167.83,2084.79,2116.33,164446.4373,350282966.47,203395,293550,512860.17176,60,210725.003806,750,192341.48281,42.75635304,19358.27738,181,226,161,1,0
2021-07-09 00:00:00,2116.32,2160.0,2046.51,2138.18,219700.60066,462670040.32,250233,314955,488253.39395,59,178657.64706,682,198322.50673,34.349656055000004,28706.59506,151,146,110,1,0
2021-07-09 06:00:00,2138.17,2138.17,2071.88,2081.03,170883.59723,359803151.33,194030,318892,877011.5653199999,90,420754.46644,1082,348725.84009,26.418645428333335,11216.86057,255,316,119,0,1
2021-07-09 12:00:00,2080.97,2189.4,2064.22,2146.28,248703.61474,533252499.47,284950,312958,545630.9035799999,77,202728.216922,743,230229.2069,34.62892940333334,14838.88687,103,102,195,0,0
2021-07-09 18:00:00,2146.27,2168.53,2121.16,2146.99,99323.55041,212920546.18,138390,276886,514735.41131,83,275682.14284,496,150128.10749,23.38052303666667,13056.87622,72,75,93,0,0
2021-07-10 00:00:00,2146.99,2194.82,2096.01,2115.67,148940.50555,319160873.3,190300,296985,317606.35328,43,106349.718025,494,119486.05171,18.376992583333333,19477.82796,78,86,114,0,0
2021-07-10 06:00:00,2115.67,2139.02,2085.66,2109.94,118769.13774,251091880.89,155376,292453,588442.32213,63,367978.42708,443,137777.58772,16.29853864,28057.74547,78,83,95,0,0
2021-07-10 12:00:00,2109.77,2160.0,2074.16,2086.08,146643.05422,309763772.0,181935,283233,325478.8229,43,135296.818051,436,107995.01158,20.28237911,12853.17536,72,63,148,0,0
2021-07-10 18:00:00,2086.01,2129.0,2077.2,2110.69,84719.16153,178007268.32999998,118865,266594,225940.72674999997,19,94227.605679,252,55332.791514,20.467593401666665,25435.98906,38,36,96,0,0
2021-07-11 00:00:00,2110.68,2138.61,2081.02,2100.13,76264.62121,160567658.88,104059,266543,147115.84077,16,28573.987095,220,52046.977175,14.37685262,18537.23067,47,40,65,0,0
2021-07-11 06:00:00,2100.23,2135.0,2087.72,2129.0,87497.92354999999,184806327.82,111790,284896,209533.76027,43,71662.358013,261,68329.519852,14.050763885,30829.33231,48,48,88,0,0
2021-07-11 12:00:00,2128.99,2155.71,2113.0,2141.98,97332.261,208000951.24,133375,287059,187248.55334,20,46590.110612,238,67216.153923,17.820373716666666,10956.52549,51,47,59,0,0
2021-07-11 18:00:00,2142.08,2174.0,2123.73,2140.45,81199.59726,174536597.34,129914,263268,216738.10836,26,83931.67669,256,67030.256792,16.080815141666665,10059.97589,57,49,74,0,0
2021-07-12 00:00:00,2140.54,2167.83,2125.82,2150.79,88542.89644,190196629.63,126195,289528,506246.32051,41,200139.253787,632,225782.139062,17.413696286666667,8308.722675,166,167,87,0,0
2021-07-12 06:00:00,2150.78,2161.21,2100.62,2100.98,103827.79647,221024729.91,149056,321336,628879.55191,61,251403.94124,844,274459.6865,20.92254554,43725.19484,255,280,102,1,1
2021-07-12 12:00:00,2100.72,2111.18,2026.36,2030.78,185340.78293,384365909.02,235677,310256,937961.91015,141,621833.06516,664,191076.31215,47.973480118333335,33643.86794,108,102,197,0,1
2021-07-12 18:00:00,2030.97,2050.17,2006.68,2031.58,162918.63158,330521578.77,214875,270345,428993.45263,61,179557.308108,520,136899.00641,33.101485311666664,19584.69791,117,119,128,0,0
2021-07-13 00:00:00,2031.57,2043.91,1976.91,1981.32,142443.18932,286827122.28,187863,282155,383398.23616,55,135582.328468,506,137654.991146,28.036327385000003,31557.06203,160,130,138,0,0
2021-07-13 06:00:00,1981.3,2047.35,1981.0,1997.43,159302.2351,321451494.43,194486,321327,605830.21687,62,218014.608148,846,274701.53586,25.557303065,16225.0,214,215,142,0,1
2021-07-13 12:00:00,1997.43,2007.63,1960.18,1988.6,182758.91767,362506624.79,300757,304782,497541.5958,82,191541.845807,604,182789.45141,36.35809886,19958.30225,119,110,138,1,0
2021-07-13 18:00:00,1988.74,1988.75,1918.0,1940.15,162883.9076,316705611.04,219704,275148,664813.32964,62,364669.152014,615,170587.05632,39.156931305,21743.68896,114,99,162,1,0
2021-07-14 00:00:00,1940.44,1945.55,1865.0,1873.51,187380.64385,355180477.74,251631,309607,422249.47362,54,126946.362877,602,161238.67729999998,42.01579568166667,25852.15522,99,90,166,0,0
2021-07-14 06:00:00,1873.53,1958.62,1865.31,1949.0,194476.74002,372759753.73,232858,326448,591333.11709,84,317959.81862,520,144377.45327,39.04553514,31262.68309,99,87,124,0,0
2021-07-14 12:00:00,1949.04,2019.18,1938.72,2001.64,209655.83958,417614522.91,244031,310756,987522.99872,118,705468.40856,556,156402.54312,54.27684570333333,37297.16653,113,96,141,0,1
2021-07-14 18:00:00,2001.63,2014.97,1971.58,1994.58,98992.38592,197377219.99,207918,276319,588356.6246999999,33,426689.09181,270,66901.818118,48.932350680000006,61632.97716,62,57,71,0,0
2021-07-15 00:00:00,1994.41,2042.88,1955.6,1963.82,158860.61258000002,316918889.15,260349,306042,671086.04962,70,323492.251736,651,239517.29925,40.16242817333333,31838.77698,149,140,159,0,0
2021-07-15 06:00:00,1963.82,1978.41,1905.0,1912.97,168311.05584,327295430.78,224151,348187,552697.8913,64,270468.86526,570,160667.61691,34.47123154166667,71038.33531,94,92,130,0,0
2021-07-15 12:00:00,1912.96,1940.88,1881.0,1899.44,223477.73156,426178268.17,254997,310371,432400.95128,61,135966.903714,587,160224.59473,60.47980703333334,20830.40261,96,88,123,0,0
2021-07-15 18:00:00,1899.44,1935.81,1895.94,1919.51,94621.92565,181441821.86,125536,295372,375280.22164,45,156629.860737,345,109807.177936,44.633610565,27579.36879,90,70,98,0,0
2021-07-16 00:00:00,1919.54,1965.0,1895.86,1928.55,119819.64843,231776329.14,155376,305984,479140.35003,48,257521.072752,427,122835.1385,34.60577032333334,13859.46834,114,106,57,1,0
2021-07-16 06:00:00,1928.31,1928.94,1850.0,1852.27,172818.79819,324712587.08,223918,326523,462646.34893,65,193873.144273,543,151977.82662,32.08261695,34168.05872,91,78,140,0,0
2021-07-16 12:00:00,1852.26,1940.0,1850.12,1924.69,188593.08629,359187752.90999997,219526,291948,1437011.46067,74,1106505.32036,618,213909.01597,61.11806184833333,14518.97973,118,110,114,0,1
2021-07-16 18:00:00,1924.62,1925.79,1870.11,1876.26,95837.36433,182155803.2,122300,274563,411998.2289,44,211604.746043,377,105215.62388,40.75091067333333,39785.29815,68,63,96,0,0
2021-07-17 00:00:00,1876.47,1900.56,1857.57,1885.97,114243.85614,214296905.59,152694,293918,351112.262,40,152422.22357,339,97934.752726,31.22937035833333,13403.66831,88,78,100,0,0
2021-07-17 06:00:00,1885.97,1909.46,1844.45,1864.47,116122.15124,217883210.09,157405,314163,347195.06727,46,174092.4349,298,79808.548578,26.249789484999997,21981.03721,63,57,96,0,0
2021-07-17 12:00:00,1864.47,1917.57,1860.0,1894.15,124035.66835,233961979.64,157108,287794,293787.04839,50,119141.034484,326,77826.604567,32.36931506333333,16387.30002,76,57,74,0,0
2021-07-17 18:00:00,1894.06,1919.19,1888.64,1899.59,75898.84005,144486545.93,108801,268749,189404.37397,31,55090.545314,225,52060.90229,29.31766412,7140.17396,46,39,43,0,0
2021-07-18 00:00:00,1899.5,1993.79,1896.55,1977.1,189306.0752,372362771.34,214006,306856,261811.85942,42,73366.747414,381,104078.319142,34.421911959999996,18816.69967,88,78,65,0,0
2021-07-18 06:00:00,1977.1,1981.34,1949.46,1965.59,102593.71269,201395959.12,139956,303626,236303.33817,37,87179.149424,261,60778.838326,25.51857147833333,30224.12571,55,48,71,1,0
2021-07-18 12:00:00,1965.59,1973.24,1877.1,1902.79,148514.44776,284960903.6,222016,293422,462596.1537,48,233503.529444,432,138523.72863,31.220565883333336,28138.832,106,97,131,0,0
2021-07-18 18:00:00,1902.74,1928.57,1881.0,1891.64,94423.40089,179385363.51,192550,264939,190229.94403,18,65874.926895,204,53723.393895,29.279296765,14343.75565,48,47,50,0,0
2021-07-19 00:00:00,1891.65,1915.21,1865.47,1908.29,104499.49072,197345126.84,127951,282623,271297.19198,42,81673.66247899999,389,100371.13305,22.881196248333335,113507.1831,72,72,68,0,0
2021-07-19 06:00:00,1908.29,1919.0,1855.16,1862.2,124057.66599,233406411.76,145264,306914,417632.44855,52,161410.90512,523,157558.11158,20.80038515833333,14413.61841,95,84,89,1,0
2021-07-19 12:00:00,1862.2,1868.3,1805.0,1823.72,242990.70705,442768857.69,273583,317260,1139390.44588,119,593762.75562,987,401424.01651,43.511694615,19504.559,192,194,156,0,1
2021-07-19 18:00:00,1823.72,1831.39,1808.0,1818.73,75872.07395,138107002.58,94265,288421,375268.60612,66,186534.12243,306,92813.309098,32.79416691666667,35551.85768,82,65,61,1,0
2021-07-20 00:00:00,1818.73,1841.34,1706.0,1753.21,332413.92755,584904824.57,335116,301620,650574.9796,105,276327.89041,825,217007.85207,52.012038955,27606.61072,137,128,204,0,0
2021-07-20 06:00:00,1753.01,1769.39,1718.64,1755.99,186316.94969,325887918.63,207952,324398,617780.40627,112,279765.81938,721,199977.67238,28.667875378333335,24059.98246,118,89,108,0,0
2021-07-20 12:00:00,1756.0,1819.88,1734.48,1782.67,180967.23905,320964144.14,237634,303811,528606.16495,86,235643.1118,620,169250.8607,32.793542185,81560.45308,99,92,138,0,0
2021-07-20 18:00:00,1782.68,1804.99,1765.43,1786.03,86559.15572,154741583.08,162938,262921,405115.78745,71,214687.67114,337,90321.133181,24.972407523333334,76725.85122,71,69,67,0,0
2021-07-21 00:00:00,1786.03,1872.27,1747.55,1855.91,225908.96641,411305715.37,259784,291034,554777.88784,82,301210.47814,557,148633.08448999998,23.33322176,42002.00214,102,96,116,0,0
2021-07-21 06:00:00,1855.92,1913.69,1855.91,1906.84,237553.12226,447579340.01,253217,318966,651120.61671,101,386694.968159,514,147406.53521,19.63009392,18348.39039,87,77,95,0,0
2021-07-21 12:00:00,1906.97,2010.0,1893.55,1973.06,328899.6238,641020529.68,373921,305383,645392.53318,104,272853.543,814,244059.38926,31.220452063333337,91895.25042,149,131,148,0,0
2021-07-21 18:00:00,1973.07,2035.23,1931.29,1995.5,323588.10794,638440228.78,417501,279788,876100.19147,62,575360.126346,640,183194.45786,33.423414635,25857.14286,116,92,139,0,1
2021-07-22 00:00:00,1995.5,2024.47,1959.88,1967.73,195733.98694,389552120.04,262082,297658,614506.7763,80,382189.07256,486,125331.68718,38.051237085,56687.0,95,87,116,0,0
2021-07-22 06:00:00,1967.73,2018.0,1964.0,1983.99,193366.22977,384914660.72,287796,324398,774387.00777,96,546996.859372,460,127414.92867,22.004170045,25215.49002,83,72,144,0,0
2021-07-22 12:00:00,1983.99,2046.0,1947.62,2033.95,279686.00504,560348367.25,364722,303090,557545.74145,78,274919.83843,586,170715.49571000002,34.22072564166667,27610.57758,120,105,142,0,0
2021-07-22 18:00:00,2033.96,2038.84,1989.45,2024.56,100068.14415,201853980.56,160200,277698,231408.68077,29,57598.943282,324,86105.118305,41.55130433833333,33959.36577,61,56,86,0,0
2021-07-23 00:00:00,2024.27,2094.28,2014.45,2072.95,178910.45047,368356869.11,256761,304031,623693.83165,48,402641.60832,415,114312.88083,27.164831925,19585.52056,87,81,104,0,0
2021-07-23 06:00:00,2073.0,2083.02,2039.22,2054.49,148295.46389,305387377.6,187694,328924,351742.72437,42,82603.20358,606,170280.89835,20.705977098333335,90671.52034,182,134,94,0,0
2021-07-23 12:00:00,2054.49,2078.0,1993.22,2013.62,190398.50071,388073532.76,320015,305476,505728.56987,69,247322.388018,516,149056.07972,48.10969306333333,34330.42586,119,111,125,0,0
2021-07-23 18:00:00,2013.63,2130.9,2008.11,2124.25,190556.49815,393678952.62,271173,264966,376349.29804,71,155435.522905,375,123613.76731,52.45954247833333,36845.89414,85,83,58,0,0
2021-07-24 00:00:00,2124.26,2145.79,2105.58,2132.63,143881.20281,305411443.77,214101,311190,305310.95622,40,71699.09304,487,132044.50587,23.32994543166667,24646.32327,93,81,121,0,0
2021-07-24 06:00:00,2132.64,2168.0,2115.6,2154.86,146595.70483,313481187.4,251147,325018,203847.78171,14,21498.529917,356,86474.350898,16.704998918333335,12005.15319,61,62,85,0,0
2021-07-24 12:00:00,2154.85,2199.5,2144.13,2184.79,215312.1657,466615288.96,315318,310359,555682.2498999999,81,253655.80099,677,190853.96104,36.49229336166667,21145.65085,78,75,98,0,0
2021-07-24 18:00:00,2184.83,2194.0,2126.99,2184.75,127286.11258,275159111.84000003,276104,278942,318541.57215,41,125319.067772,343,96812.77287,22.70579277,26064.0648,59,51,88,0,0
2021-07-25 00:00:00,2184.9,2194.8,2136.5,2156.36,128209.00348,277107709.40000004,202046,279580,220260.99323,23,48121.886843,313,86067.319739,19.467795735,57071.44583,62,51,83,0,0
2021-07-25 06:00:00,2156.37,2186.0,2152.0,2159.98,117885.80852,255856257.79,188835,297315,253572.14673,27,101924.424056,228,59752.432338000006,21.976960836666667,69295.20577,43,57,50,0,0
2021-07-25 12:00:00,2159.98,2159.98,2105.93,2151.5,165576.85748,352935122.77,386815,287090,248206.32225,27,52560.50907,341,96789.195729,26.641327806666663,66181.491,66,58,91,0,0
2021-07-25 18:00:00,2151.51,2197.41,2144.73,2189.79,123958.60052,268663237.69,163927,264863,209479.72835,26,65746.436304,258,66301.553758,24.774342908333335,11344.18901,57,50,79,0,0
2021-07-26 00:00:00,2189.82,2350.0,2171.57,2347.84,494445.02072,1131990636.27,771874,310923,711639.21816,125,276848.26332,900,274441.32531,39.75121624833333,15609.72306,156,128,204,0,1
2021-07-26 06:00:00,2347.84,2390.0,2296.58,2341.51,284411.78942,666923950.64,563771,335737,706691.05869,133,360667.34825,708,208927.80573,30.000282623333337,13714.84958,125,108,126,0,0
2021-07-26 12:00:00,2341.37,2383.98,2308.29,2362.0,199010.14909,466904849.96,305722,317130,791321.5346,146,471138.12119,661,194246.74028,47.93143410333334,89395.74315,99,100,149,1,0
2021-07-26 18:00:00,2361.99,2433.65,2205.47,2228.08,415871.20374,956802979.41,611543,296829,821427.66843,111,446659.42373,815,223376.69437,49.40392540833333,28346.25162,148,121,231,1,1
2021-07-27 00:00:00,2227.81,2241.3,2150.5,2201.11,253221.14833000003,553762113.71,411059,315121,485970.03715,62,218941.103491,581,156955.54572,29.303062298333337,16930.77553,103,89,138,0,0
2021-07-27 06:00:00,2201.1,2278.36,2183.0,2278.35,198130.45381,439966002.23,255438,372686,608784.31522,100,315790.653146,583,174732.34232,20.305718366666667,16667.7204,79,79,88,0,0
2021-07-27 12:00:00,2278.35,2319.26,2213.74,2229.18,292630.74699,665037158.34,444631,354527,826870.27027,118,494754.80112,681,199300.84354,40.06977634166667,50100.0,97,91,120,0,0
2021-07-27 18:00:00,2229.18,2311.72,2201.66,2299.49,162376.88564999998,366816791.07,391635,275790,389232.22207,58,153815.975558,423,114784.97132,89.413609945,31108.36149,74,67,61,0,0
2021-07-28 00:00:00,2299.47,2335.0,2265.36,2297.53,191505.67429,439931578.66,326788,302529,328783.18835,41,105250.586338,418,116639.95451,69.64001781333333,20179.83485,70,68,78,0,0
2021-07-28 06:00:00,2297.52,2345.0,2243.15,2330.42,197843.27434,454526753.89,406419,401658,544049.07487,53,286814.005619,463,130820.2168,27.792740143333333,15298.41208,81,70,77,1,0
2021-07-28 12:00:00,2330.43,2333.21,2255.55,2262.67,197494.21848,453037460.61,339302,314668,760136.80717,71,443680.53105,624,188030.19097,46.916645753333334,88725.46209,93,91,128,0,0
2021-07-28 18:00:00,2262.66,2328.97,2251.02,2300.9,131359.41016,302364764.08,214541,281428,276657.1243,54,85301.60111999999,368,92143.555837,49.92767625333334,35239.95181,71,64,72,0,0
2021-07-29 00:00:00,2300.9,2307.77,2266.12,2301.0,95914.82191,219441883.44,158510,320272,292048.95498,33,107393.605496,306,82381.58939000001,27.62116884166667,28432.45815,62,59,46,0,0
2021-07-29 06:00:00,2301.0,2328.97,2283.23,2293.9,116343.68888,268340209.06,201204,338393,341537.23615,55,117335.8871,427,114348.31133,30.944228925,65658.87849,72,71,47,0,0
2021-07-29 12:00:00,2293.9,2343.0,2283.57,2327.0,135800.17185,314621504.68,270159,316681,1036698.64779,77,723536.49126,618,197654.28838,41.98524237833333,20213.31628,119,109,71,0,1
2021-07-29 18:00:00,2327.0,2400.0,2302.0,2382.92,151306.15232,355584761.7,406576,283782,545909.8771899999,65,314399.71328100003,431,127804.71687499998,36.03090799833333,23761.90476,131,121,62,0,0
2021-07-30 00:00:00,2382.93,2450.0,2366.14,2403.29,224105.03227,541368471.16,473369,294011,683852.4200800001,75,390166.56941,573,163895.69165,39.226917535000005,37203.73954,103,93,79,1,0
2021-07-30 06:00:00,2403.2,2413.58,2315.92,2334.84,192980.30053,455520367.73,409905,346230,424870.78203,56,179823.535407,469,122459.42032,30.811561875,9308.276226,99,78,95,0,0
2021-07-30 12:00:00,2335.15,2357.99,2322.84,2353.37,115985.49941,271547945.36,164942,311054,466857.8393,53,244192.21934,385,110625.56951,43.317676373333335,14589.63067,82,89,50,0,0
2021-07-30 18:00:00,2353.37,2471.7,2339.18,2461.81,229506.45576,555754667.34,380096,291042,573848.53541,77,332817.51297,425,119633.56465,44.37302537,66538.57973,81,70,80,0,0
2021-07-31 00:00:00,2461.77,2483.38,2420.68,2436.76,139401.51464,342242936.82,234509,300363,371860.61006,37,156569.571711,383,109442.87526,30.201474321666662,18128.63723,68,62,98,0,0
2021-07-31 06:00:00,2436.76,2477.63,2424.16,2458.58,118740.51104,291636258.9,206187,317560,260759.74788,34,100021.905815,266,65943.67527400001,25.260029205,20293.78724,56,48,70,0,0
2021-07-31 12:00:00,2458.29,2467.66,2432.0,2438.51,90824.55419,222554908.01,177369,315252,1115612.376,47,738027.191993,631,272497.56828999997,70.13442476499999,23995.61665,217,199,83,0,1
2021-07-31 18:00:00,2438.5,2553.86,2436.15,2531.05,158634.47039,397376035.45,389321,279147,304001.01499,29,106194.329638,345,87829.870373,51.64819737833333,15959.35797,64,58,84,0,0
2021-08-01 00:00:00,2531.1,2636.91,2511.24,2606.01,224974.55113,582634891.85,524886,299469,405940.1813,42,120428.047476,533,165100.56011,33.52024858666667,79887.3204,80,78,118,0,0
2021-08-01 06:00:00,2606.03,2612.82,2561.64,2587.01,141046.77565,365882815.03,245353,321810,411508.59984,36,192707.519271,375,109727.34942,28.980591538333332,69755.99312,68,56,101,0,0
2021-08-01 12:00:00,2587.0,2607.92,2530.0,2570.44,175999.87389,452888958.98,321680,298420,323768.65541999997,38,118652.04166,413,97302.34622,40.662052755,19428.6363,58,59,141,0,0
2021-08-01 18:00:00,2570.44,2697.61,2528.05,2555.69,311474.74011,816078930.9100001,718521,270919,506774.88458,85,241345.663593,572,152519.40599,56.82156173166666,67085.31789,102,89,161,0,0
2021-08-02 00:00:00,2555.5,2579.41,2507.0,2557.36,158214.63028,403210235.25,307272,316503,453670.86928,72,185691.75952,576,152533.13667,31.845170836666668,28347.61222,90,81,128,0,0
2021-08-02 06:00:00,2557.37,2639.47,2549.15,2590.6,194653.23938,505193794.4,528422,326954,428991.74321,70,175448.01568,485,133079.63386,29.179273415,57701.95725,89,79,76,0,0
2021-08-02 12:00:00,2590.6,2666.0,2561.23,2641.61,213364.91974,559181063.46,431516,323569,500631.41448,67,235718.420498,516,135443.33184,68.90706929666666,17327.87995,96,92,92,0,0
2021-08-02 18:00:00,2641.61,2663.97,2582.32,2606.93,160469.06012,420099579.27,329704,302444,394404.58162,71,139078.41236000002,436,136367.94699,50.713594476666664,32526.0413,83,68,112,1,0
2021-08-03 00:00:00,2606.92,2632.44,2453.26,2472.23,242089.78667,614305454.61,466625,292175,586428.7272900001,86,272120.62595,660,184916.17863,44.93007015,20477.30618,115,103,156,0,0
2021-08-03 06:00:00,2472.24,2525.02,2442.32,2489.13,200448.85684,498654464.61,595192,334729,473257.00751,67,208545.255227,476,136201.44647,32.99858873,26421.54457,88,87,100,0,0
2021-08-03 12:00:00,2489.13,2540.55,2451.0,2469.03,214667.16729,536257308.67,344994,306508,590992.64243,70,293665.489331,556,164665.69634,66.67308007833333,37268.13848,81,79,177,0,0
2021-08-03 18:00:00,2469.04,2530.19,2451.14,2509.04,135755.03295,337758918.15,295108,286251,590976.48809,49,306368.38196,539,151496.962581,49.62275588333333,108702.8406,91,89,187,0,0
2021-08-04 00:00:00,2508.51,2538.24,2471.37,2496.73,133179.10012,333866350.15999997,376893,290950,487637.2577299999,55,237852.79721,464,137371.22786,33.46392172,11134.16921,82,84,138,0,0
2021-08-04 06:00:00,2496.73,2512.52,2457.68,2505.8,136923.89587,340417463.16,324496,319811,421773.96477,62,196823.0543,380,105960.32643,31.802698405,77396.28051,69,66,70,0,0
2021-08-04 12:00:00,2505.81,2726.48,2504.76,2677.65,484057.0663,1279563084.3,801359,315196,824630.8789900001,116,404943.39376,815,251987.88629,60.920901750000006,27291.25863,142,135,140,0,1
2021-08-04 18:00:00,2677.64,2772.71,2673.89,2724.78,200430.69133,544517736.34,336554,297884,714458.6994,83,391533.61036,570,186312.43106,54.547537321666674,23469.12644,100,85,90,0,0
2021-08-05 00:00:00,2724.55,2742.0,2660.84,2707.2,185723.1916,501546590.13,432625,286302,547296.58149,58,276788.71469,529,154855.23266,45.40199456166667,71571.87768,95,83,128,1,0
2021-08-05 06:00:00,2707.22,2707.22,2574.57,2622.22,283396.77474,746269496.26,433473,315958,554153.45027,105,265997.13826000004,503,156832.90372,44.193944871666666,44348.73297,99,89,110,1,0
2021-08-05 12:00:00,2622.26,2820.0,2529.91,2812.58,624481.35536,1703429190.9,1172200,271797,767754.0401399999,119,413140.79461,709,217592.851322,106.92017740833334,58894.1649,144,129,185,0,1
2021-08-05 18:00:00,2812.58,2843.98,2785.52,2826.99,214118.88483,602210989.54,651754,285606,498749.96987,66,210763.9731,526,149242.93448,66.681757125,4840.501792,108,94,152,0,0
2021-08-06 00:00:00,2827.01,2844.44,2750.0,2785.76,172557.52071,480971906.11,442627,295831,532451.2097,74,232282.31981,565,168532.74145,45.34075439166667,10011.89138,95,104,124,0,0
2021-08-06 06:00:00,2785.76,2813.5,2733.33,2736.26,148312.83002,410413274.29,327281,322735,503721.6665,66,254591.306584,494,127088.04656,38.68137473833334,10241.12537,73,70,174,0,0
2021-08-06 12:00:00,2736.27,2916.34,2720.06,2912.86,331558.69005,939295135.59,690349,310730,643790.46965,86,308076.36015,620,181361.12348,69.51720452333333,18070.80063,128,125,87,0,0
2021-08-06 18:00:00,2912.86,2946.75,2870.94,2891.58,172970.44558,503480568.12,413080,282725,689212.09399,89,355512.79513,614,187323.98868,64.06951210833334,15680.06577,139,128,159,0,0
2021-08-07 00:00:00,2891.54,2982.95,2865.5,2967.66,204205.71628,599535831.61,449504,288390,394178.81729,37,154238.856068,430,126467.55407,50.564183856666666,10414.46521,62,66,120,0,0
2021-08-07 06:00:00,2967.66,3114.5,2940.0,3105.5,301053.12968,911492137.18,550433,322676,484431.82769,53,197671.1349,505,149293.29228,49.848991606666665,50138.36892,102,87,111,1,0
2021-08-07 12:00:00,3105.44,3171.0,2993.27,3047.77,484830.00656,1496157980.3,882404,326751,677447.82563,98,280464.82115,857,232036.69054,58.64222374166667,10000.0,148,128,232,0,1
2021-08-07 18:00:00,3047.77,3170.0,3029.44,3160.31,215188.24849,666546721.19,436267,260616,368808.02345,36,160639.201453,399,94746.88852,56.87766505333334,7092.071554,66,65,145,0,0
2021-08-08 00:00:00,3160.48,3189.99,3072.55,3130.32,257670.93232,806846466.64,419918,291874,436284.70483,52,196040.015976,437,124508.89222,62.072906265,13004.19799,75,71,104,0,0
2021-08-08 06:00:00,3130.33,3187.0,3081.34,3101.3,228616.55561,717656205.3399999,373327,320136,285656.41573,35,60295.974498,433,116596.92402,37.84425687833333,6020.701341,70,64,133,1,0
2021-08-08 12:00:00,3101.31,3149.92,2969.01,2988.68,277560.16524,847182232.76,650744,303517,499396.57706,62,204792.544937,598,164575.58514,46.064650013333335,10515.80113,101,90,190,0,0
2021-08-08 18:00:00,2988.68,3065.0,2949.03,3011.85,202502.05259,608275710.46,327173,268751,341245.33275,48,140835.252183,391,97167.91053,63.66100695,20000.0,66,61,115,1,0
2021-08-09 00:00:00,3011.84,3035.0,2900.0,2935.34,263062.96276,774294593.4399999,354649,275547,582891.03979,76,314866.32545999996,505,144342.91393,41.561409505,9217.852917,76,71,140,0,0
2021-08-09 06:00:00,2935.34,3141.64,2893.23,3133.42,322648.28078000003,976442252.27,601906,308440,622120.9934,103,354379.81951,478,134278.24601,45.521354411666664,31500.0,97,86,111,0,0
2021-08-09 12:00:00,3133.41,3174.78,3080.16,3138.97,294019.67180999997,922247672.93,457276,337147,765929.78178,110,422944.60269,697,192296.75076,61.72540485666667,8621.93412,122,108,176,1,1
2021-08-09 18:00:00,3138.98,3186.0,3036.25,3160.52,249853.70076,780787409.49,700320,297460,859378.08654,109,508006.38946,701,220760.49641,98.31172147166669,20000.0,127,115,174,0,1
2021-08-10 00:00:00,3160.51,3200.0,3089.42,3112.77,188568.41528,590657756.97,439566,291585,409464.93044,54,200880.979104,361,96807.764544,50.72463608333334,6905.916263,77,78,109,0,0
2021-08-10 06:00:00,3112.63,3172.0,3100.82,3122.97,170556.21111,534566529.27,343186,314029,700720.96682,75,437427.60086,453,146103.88216,43.50108985,44363.0,113,104,96,0,0
2021-08-10 12:00:00,3122.97,3233.0,3051.22,3101.37,357684.21892,1122190365.13,607653,320493,527445.56988,81,183592.45668,644,183693.48782,59.98799637666667,11898.57192,137,121,146,0,0
2021-08-10 18:00:00,3101.36,3190.0,3096.15,3141.66,163866.89916,516101695.44,434117,286182,421195.05157,62,197774.04505,393,105791.41721,115.6964443,9837.570416,79,70,76,0,0
2021-08-11 00:00:00,3141.14,3186.89,3120.27,3177.86,137969.42579,436064283.0,374584,306139,358591.24597,36,157685.08161599998,311,73467.766776,51.83996527333333,17313.47821,59,52,82,0,0
2021-08-11 06:00:00,3177.5,3248.78,3157.38,3214.39,245640.51323,790227662.55,502182,326224,387757.59012,50,131903.12585799998,461,124955.4143,56.09817517166667,10895.32938,87,73,110,0,0
2021-08-11 12:00:00,3214.39,3274.0,3206.25,3244.06,188177.49668,609969237.55,499277,319315,516300.09787,74,229755.17664,535,150115.38106,82.91577714333333,26452.1021,89,82,110,0,0
2021-08-11 18:00:00,3244.43,3264.8,3150.0,3160.5,160759.16863,515734958.81,410810,282731,474901.13525,43,188348.208233,493,144494.83166000005,80.59655740666666,13028.17849,98,96,101,0,0
2021-08-12 00:00:00,3160.4,3239.0,3105.6,3127.72,177886.60822,565260700.8199999,433314,310890,414603.5137,41,176777.33510599998,412,119700.36417,55.288915485,8291.890295,72,85,85,0,0
2021-08-12 06:00:00,3127.7,3171.7,3085.93,3094.34,169177.76075000002,529393165.71,330184,313642,402091.08185,60,173112.96612,413,113954.388588,46.53940146333333,7553.0,79,72,93,1,0
2021-08-12 12:00:00,3094.31,3118.4,2979.29,3018.34,264030.15362,804819012.6,428977,307261,607426.82137,70,320178.615059,574,152235.84202,57.52665793166667,9684.524557,104,103,134,0,0
2021-08-12 18:00:00,3018.39,3073.95,2985.91,3045.96,126533.93549,384465535.63,395244,263490,391683.98384,51,161946.37475000002,415,117747.948438,86.81944707000001,7412.567563,73,64,101,0,0
