hour,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount,total_network_tx_count,total_network_volume,massive_whale_tx_count,massive_whale_volume,mid_whale_tx_count,mid_whale_volume,avg_gas_gwei,max_gas_gwei,unique_large_senders,unique_large_receivers,whale_contract_calls,drawdown_6h_label
2017-09-16 18:00:00,249.0,257.0,245.75,249.31,969.06196,243075.31999,1322,68169,2293030.7878,58,94869.461167,4635,2076235.9934,25.302005161666667,8311.0,982,972,18,0
2017-09-17 00:00:00,249.32,252.54,243.0,243.9,1196.48414,295438.94628000003,1351,79839,1484062.1195,35,60869.503706,2504,1288175.5509,29.679206548333337,4000.0,295,299,23,0
2017-09-17 06:00:00,243.52,246.9,239.02,242.84,1264.62748,306945.24501,1305,76460,1459092.057,55,189248.318225,2223,1116955.8369,39.96067441333333,14791.92883,272,275,28,0
2017-09-17 12:00:00,241.27,260.0,240.05,260.0,1338.54556,335286.63424,1404,79672,4362007.0835,554,2658573.4409519997,3036,1559504.4459,33.25441556,12839.86616,449,416,37,0
2017-09-17 18:00:00,259.9,264.39,257.0,257.55,814.87619,212033.469378,1217,53546,4541186.3146,2014,3795516.5741,1616,636310.56758,25.427752075,12172.0,435,406,25,0
2017-09-18 00:00:00,257.53,293.83,257.11,290.0,1706.09387,473635.77012,1397,99240,4019426.7361000003,1795,2822070.1921,2276,979929.9456,32.918300359999996,14184.60311,468,497,41,1
2017-09-18 06:00:00,290.0,299.0,279.61,288.88,844.87015,244368.55731,657,80114,3041412.1626,1337,1970426.0498000002,1937,879157.0069,27.952834916666664,6601.99644,328,359,58,0
2017-09-18 12:00:00,288.88,306.22,285.06,289.0,1446.23452,427298.375316,1167,95496,5735777.0019000005,2628,3977473.09,3087,1556883.511,25.34865606833333,14508.91656,618,621,55,0
2017-09-18 18:00:00,289.46,296.0,287.99,294.57,128.77197,37634.930863999994,219,87914,5558670.1575,2652,4281188.323100001,2525,1155478.0314,23.61682389666667,11396.0,566,531,20,1
2017-09-19 00:00:00,296.0,300.0,278.0,279.0,638.40713,183755.487266,572,93892,4996921.9096,2292,3481562.2542,2544,1325903.88486,26.161782783333333,4746.0,519,509,33,0
2017-09-19 06:00:00,280.0,294.99,277.41,289.0,498.0414,142615.679794,372,79521,3292623.5831000004,1482,2254381.4374,1719,873129.58548,25.49622006,4000.0,369,365,36,0
2017-09-19 12:00:00,286.0,290.0,284.0,288.0,417.29577,119993.296822,500,97568,4777122.7828,1943,3459098.577,2700,1036516.23547,34.77485819333334,25000.0,649,828,36,1
2017-09-19 18:00:00,289.0,289.63,278.0,284.0,316.16422,89409.1013404,452,66771,1642492.1766000001,26,140833.760311,4415,1341908.0529,21.343214500000002,1331.0,581,574,27,0
2017-09-20 00:00:00,284.01,284.96,275.91,280.03,345.58388,97043.583608,401,84569,2560205.3785,69,167612.324217,4525,2147335.0273,40.45253322166667,21000.0,517,534,59,0
2017-09-20 06:00:00,280.0,288.0,280.0,284.05,200.48505,57095.724915,259,86902,1636241.1867,57,128901.05291000001,2642,1309212.1575,28.974232918333332,2370.324726,319,332,66,0
2017-09-20 12:00:00,283.99,294.0,283.99,291.12,399.36187,115458.71565099999,507,85227,2688944.0633,71,187835.32403,4539,2309084.8329,28.369000245,36781.90573,518,517,39,1
2017-09-20 18:00:00,291.0,292.0,282.0,282.0,115.13654,33141.709577,264,68286,2667147.0931,18,26804.937176,4727,2517686.8255,22.99232512,9901.0,514,484,28,0
2017-09-21 00:00:00,285.1,286.0,278.05,280.9,280.8214,78970.510394,456,93553,2210467.0051,34,58540.64388,3744,1993791.3232,26.665743974999998,14844.09392,441,448,30,0
2017-09-21 06:00:00,281.0,287.0,281.0,282.83,211.9492,59921.371792800004,358,73928,1359432.1073,56,136617.75032,2387,1096181.4597,24.507405668333334,4000.0,243,246,36,1
2017-09-21 12:00:00,282.65,284.11,263.0,264.0,807.46313,219272.08302,1131,82028,2608332.6853,62,200606.45001,4372,2240990.8819,22.580539795000004,2500.0,662,664,44,1
